id,names,voteID
67000370017,臺南市中西區天后里,201601
67000370016,臺南市中西區永華里,201601
67000370015,臺南市中西區永福里,201601
67000370014,臺南市中西區青年里,201601
67000370013,臺南市中西區建國里,201601
67000370012,臺南市中西區進學里,201601
67000370011,臺南市中西區開山里,201601
67000370010,臺南市中西區大南里,201601
67000370009,臺南市中西區法華里,201601
67000370008,臺南市中西區福安里,201601
67000370007,臺南市中西區郡王里,201601
67000370006,臺南市中西區五妃里,201601
67000370005,臺南市中西區赤嵌里,201601
67000370004,臺南市中西區仙草里,201601
67000370003,臺南市中西區小西里,201601
67000370002,臺南市中西區銀同里,201601
67000370001,臺南市中西區公正里,201601
67000360017,臺南市安平區王城里,201801
67000360016,臺南市安平區天妃里,201801
67000360015,臺南市安平區平安里,201601
67000360014,臺南市安平區港仔里,201601
67000360013,臺南市安平區海頭里,201601
67000360012,臺南市安平區億載里,201601
67000360011,臺南市安平區育平里,201601
67000360010,臺南市安平區國平里,201601
67000360009,臺南市安平區文平里,201601
67000360008,臺南市安平區平通里,201601
67000360007,臺南市安平區華平里,201601
67000360006,臺南市安平區怡平里,201601
67000360005,臺南市安平區建平里,201601
67000360004,臺南市安平區漁光里,201601
67000360003,臺南市安平區石門里,201601
67000360002,臺南市安平區金城里,201601
67000360001,臺南市安平區西門里,201601
67000350051,臺南市安南區大安里,201601
67000350050,臺南市安南區安富里,201601
67000350049,臺南市安南區國安里,201601
67000350048,臺南市安南區布袋里,201601
67000350047,臺南市安南區淵中里,201601
67000350046,臺南市安南區溪東里,201601
67000350045,臺南市安南區理想里,201601
67000350044,臺南市安南區梅花里,201601
67000350043,臺南市安南區鳳凰里,201601
67000350042,臺南市安南區幸福里,201601
67000350041,臺南市安南區海佃里,201601
67000350040,臺南市安南區溪墘里,201601
67000350039,臺南市安南區溪頂里,201601
67000350038,臺南市安南區溪北里,201601
67000350037,臺南市安南區安和里,201601
67000350036,臺南市安南區四草里,201601
67000350035,臺南市安南區鹿耳里,201601
67000350034,臺南市安南區顯宮里,201601
67000350033,臺南市安南區砂崙里,201601
67000350032,臺南市安南區青草里,201601
67000350031,臺南市安南區城西里,201601
67000350030,臺南市安南區城南里,201601
67000350029,臺南市安南區城中里,201601
67000350028,臺南市安南區城北里,201601
67000350027,臺南市安南區城東里,201601
67000350026,臺南市安南區學東里,201601
67000350025,臺南市安南區南興里,201601
67000350024,臺南市安南區公塭里,201601
67000350023,臺南市安南區佃西里,201601
67000350022,臺南市安南區佃東里,201601
67000350021,臺南市安南區淵西里,201601
67000350020,臺南市安南區淵東里,201601
67000350019,臺南市安南區塩田里,201601
67000350018,臺南市安南區溪心里,201601
67000350017,臺南市安南區海南里,201601
67000350016,臺南市安南區海西里,201601
67000350015,臺南市安南區海東里,201601
67000350014,臺南市安南區公親里,201601
67000350013,臺南市安南區長安里,201601
67000350012,臺南市安南區總頭里,201601
67000350011,臺南市安南區原佃里,201601
67000350010,臺南市安南區新順里,201601
67000350009,臺南市安南區安慶里,201601
67000350008,臺南市安南區頂安里,201601
67000350007,臺南市安南區安西里,201601
67000350006,臺南市安南區安東里,201601
67000350005,臺南市安南區州北里,201601
67000350004,臺南市安南區州南里,201601
67000350003,臺南市安南區塭南里,201601
67000350002,臺南市安南區安順里,201601
67000350001,臺南市安南區東和里,201601
67000340056,臺南市北區元美里,201801
67000340055,臺南市北區雙安里,201801
67000340054,臺南市北區立人里,201801
67000340053,臺南市北區福德里,201801
67000340052,臺南市北區華德里,201801
67000340051,臺南市北區北華里,201801
67000340050,臺南市北區長興里,201801
67000340049,臺南市北區大興里,201801
67000340048,臺南市北區大光里,201801
67000340047,臺南市北區小北里,201801
67000340046,臺南市北區北門里,201801
67000340045,臺南市北區合興里,201801
67000340044,臺南市北區長勝里,201801
67000340043,臺南市北區賢北里,201601
67000340042,臺南市北區大和里,201601
67000340041,臺南市北區文成里,201601
67000340040,臺南市北區成德里,201601
67000340039,臺南市北區永祥里,201601
67000340038,臺南市北區元寶里,201601
67000340037,臺南市北區五福里,201601
67000340036,臺南市北區三德里,201601
67000340035,臺南市北區長德里,201601
67000340034,臺南市北區玉皇里,201601
67000340033,臺南市北區公園里,201601
67000340032,臺南市北區中樓里,201601
67000340031,臺南市北區長榮里,201601
67000340030,臺南市北區興南里,201601
67000340029,臺南市北區安民里,201601
