provinceID,cityID,districtID,townID,villageID,no,name,partyID,gender,birthday,age,birthCity,education,isCurrent,isElected,vice,id,voteID,oldID
09,020,00,000,0000,2,雷由靖,999,1,0500329,53,臺灣省,高中,N, , ,,201402,09020000000
09,020,00,000,0000,3,陳福海,999,1,0520603,51,金馬地區,碩士,N,*, ,,201402,09020000000
09,020,00,000,0000,4,李沃士,1,1,0490401,54,金馬地區,碩士,Y, , ,,201402,09020000000
09,020,00,000,0000,5,汪成華,196,2,0491007,54,新北市,碩士,N, , ,,201402,09020000000
09,020,00,000,0000,6,洪志恒,999,1,0571007,46,金馬地區,大學,N, , ,,201402,09020000000
09,020,00,000,0000,7,莊育民,999,1,0590625,44,金馬地區,高中,N, , ,,201402,09020000000
09,020,00,000,0000,8,林水泉,999,1,0370826,66,金馬地區,其他,N, , ,,201402,09020000000
09,020,00,000,0000,9,許乃權,999,1,0451215,57,金馬地區,大學,N, , ,,201402,09020000000
09,020,00,000,0000,10,楊榮祥,999,1,0421008,61,金馬地區,高中,N, , ,,201402,09020000000
09,007,00,000,0000,1,劉增應,1,1,0470824,56,金馬地區,碩士,N,*, ,,201402,09007000000
09,007,00,000,0000,2,楊綏生,1,1,0431110,60,金馬地區,大學,Y, , ,,201402,09007000000
