provinceID,cityID,districtID,townID,villageID,no,name,partyID,gender,birthday,age,birthCity,education,isCurrent,isElected,vice,id,voteID,oldID
03,013,00,000,0000,1,曹啟鴻,16,1,0370301,61,臺灣省,大專,Y,*, ,,200901,03013000000
03,013,00,000,0000,2,周典論,1,1,0440120,54,臺灣省,大專,N, , ,,200901,03013000000
03,014,00,000,0000,1,劉櫂豪,16,1,0560202,42,臺灣省,大專,N, , ,,200901,03014000000
03,014,00,000,0000,2,黃健庭,1,1,0481106,50,臺灣省,碩士,N,*, ,,200901,03014000000
03,015,00,000,0000,1,傅崐萁,999,1,0510508,47,臺灣省,碩士,N,*, ,,200901,03015000000
03,015,00,000,0000,2,張志明,999,1,0530227,45,臺灣省,博士,N, , ,,200901,03015000000
03,015,00,000,0000,3,杜麗華,1,2,0500718,48,臺灣省,碩士,N, , ,,200901,03015000000
03,016,00,000,0000,1,蔡見興,16,1,0410720,57,高雄市,大專,N, , ,,200901,03016000000
03,016,00,000,0000,2,王乾發,1,1,0380319,60,臺灣省,大專,Y,*, ,,200901,03016000000
03,016,00,000,0000,3,曾坤炳,999,1,0391120,59,臺灣省,大專,N, , ,,200901,03016000000
03,017,00,000,0000,1,林右昌,16,1,0600310,38,臺灣省,碩士,N, , ,,200901,03017000000
03,017,00,000,0000,2,李步輝,999,1,0570319,41,臺灣省,高中,N, , ,,200901,03017000000
03,017,00,000,0000,3,張通榮,1,1,0380204,60,臺灣省,大專,Y,*, ,,200901,03017000000
03,018,00,000,0000,1,許明財,1,1,0420613,56,臺灣省,碩士,N,*, ,,200901,03018000000
03,018,00,000,0000,2,林修二,999,1,0300327,68,臺灣省,大專,N, , ,,200901,03018000000
03,018,00,000,0000,3,劉俊秀,16,1,0410824,57,臺灣省,博士,N, , ,,200901,03018000000
03,020,00,000,0000,1,黃敏惠,1,2,0480120,50,臺灣省,碩士,Y,*, ,,200901,03020000000
03,020,00,000,0000,2,林聖芬,999,2,0650203,33,臺灣省,碩士,N, , ,,200901,03020000000
03,020,00,000,0000,3,涂醒哲,16,1,0400617,58,臺灣省,博士,N, , ,,200901,03020000000
04,001,00,000,0000,1,梁國棟,999,1,0450703,53,金馬地區,大專,N, , ,,200901,04001000000
04,001,00,000,0000,2,翁天慶,999,1,0420510,56,金馬地區,大專,N, , ,,200901,04001000000
04,001,00,000,0000,3,楊榮祥,999,1,0421008,56,金馬地區,高中,N, , ,,200901,04001000000
04,001,00,000,0000,4,吳成典,999,1,0460510,52,金馬地區,博士,N, , ,,200901,04001000000
04,001,00,000,0000,5,李沃士,1,1,0490401,49,金馬地區,碩士,N,*, ,,200901,04001000000
04,001,00,000,0000,6,陳水在,999,1,0371008,61,金馬地區,大專,N, , ,,200901,04001000000
04,001,00,000,0000,7,許敬民,999,1,0381118,60,臺灣省,大專,N, , ,,200901,04001000000
04,002,00,000,0000,1,楊綏生,1,1,0431110,55,金馬地區,大專,N,*, ,,200901,04002000000
04,002,00,000,0000,2,陳財能,999,1,0540724,44,臺灣省,大專,N, , ,,200901,04002000000
04,002,00,000,0000,3,劉增應,1,1,0470824,51,金馬地區,碩士,N, , ,,200901,04002000000
